Type,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,description,zone,des,game_type,stand,p_throws,home_team,away_team,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,outs_when_up,inning,inning_topbot,Ump_HP,Ump_Nation,Ump_Continent,Ump_Birth,Ump_year,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,spin_axis,delta_home_win_exp,delta_run_exp,delta_pitcher_run_exp,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in
st-st,FF,3/7/2026,85.9,-3.31,3.11,"Maki, Shugo",808957,808978,called_strike,6,Called Strike,F,R,R,JPN,KOR,S,0,0,-1.62,0.02,0.375117849,2.27334382,1,2,Bot,Todd Tichenor,USA,North America,1976,15,12.01269812,-124.4592004,4.473056955,-19.22006388,25.00541313,-33.15523721,3.121,1.575,86.3,2028,6.8,788118,53.72,17,1,2,3,2,3,3,2,2,3,282,-0.003,-0.055,0.055,-1,-1,0.418,0.418,34,28,35,28,3.09,1.62,1.62
st-st,SI,3/7/2026,94.9,-2.36,5.73,"Julien, Edouard",666397,627218,called_strike,3,Edouard Julien called out on strikes.,F,L,R,CAN,COL,S,0,2,-0.81,1.1,0.767897623,3.297981522,2,4,Bot,Junior Valentine,USA,North America,1987,4,9.977710685,-137.8397108,-3.049202909,-12.44381214,29.50765706,-17.62700614,3.235,1.633,95.7,2219,6.7,788138,53.75,37,4,3,1,3,1,1,3,3,1,236,-0.005,-0.149,0.149,2,2,0.756,0.756,31,27,31,27,1.43,0.81,-0.81
st-st,FC,3/7/2026,87.5,-1.25,5.19,"Garcia, Maikel",672580,802363,called_strike,2,Called Strike,F,R,R,VEN,ISR,S,0,0,0.24,0.73,-0.210344834,2.80253794,0,5,Bot,Gabe Morales,USA,North America,1984,10,1.980394214,-127.4889738,-0.966515369,2.173040139,27.32814247,-24.19887046,3.262,1.646,87.5,2492,6.3,788107,54.21,37,1,4,1,4,1,1,4,4,1,184,-0.001,-0.059,0.059,3,3,0.884,0.884,26,26,27,26,2.24,-0.24,-0.24
st-st,SI,3/7/2026,84.3,-1.68,6.78,"Smith, Will",669257,474699,called_strike,6,Called Strike,F,R,R,USA,GBR,S,1,0,-0.96,0.9,0.453412045,2.464640495,1,8,Bot,Alex Tosi,CAN,North America,1988,3.5,6.762588483,-122.447836,-5.117934315,-11.00108822,25.77011174,-22.32625618,3.138,1.583,83.3,1819,5.9,788127,54.61,68,2,9,1,9,1,1,9,9,1,206,0,-0.066,0.066,8,8,0.999,0.999,38,31,39,31,2.34,0.96,0.96
st-st,FF,3/7/2026,95.7,1.72,6.47,"Castillo, Luis",514630,700842,called_strike,2,Called Strike,F,R,L,PUR,PAN,S,1,0,0.38,1.54,-0.030413841,2.968615434,1,3,Top,Laz Diaz,USA,North America,1963,26,-5.456158879,-139.0280715,-6.864185995,6.289729712,34.36379912,-10.90671633,3.165,1.598,95.4,2358,6.4,788137,54.07,15,2,0,0,0,0,0,0,0,0,158,0.004,-0.066,0.066,0,0,0.522,0.478,23,37,23,37,0.98,0.38,-0.38
st-st,SL,3/7/2026,86,-2.61,5.35,"Profar, Juremi",642282,679752,called_strike,9,Called Strike,F,R,R,NED,NCA,S,1,0,0.01,-0.03,0.387315068,1.812152312,1,8,Bot,Trent Thomas,AUS,Asia,1975,34,6.958268922,-125.1211215,-1.83247148,-1.401760304,26.32488771,-32.27610305,3.255,1.643,85.3,2082,5.9,788108,54.58,74,2,1,3,1,3,3,1,1,3,357,-0.008,-0.066,0.066,-2,-2,0.129,0.129,27,30,27,30,3.12,-0.01,-0.01
st-st,CH,3/7/2026,82.3,3.15,5.14,"Chang, Yu",644374,667766,called_strike,3,Called Strike,F,R,L,CZE,TPE,S,0,0,0.56,0.87,0.634825094,2.919193366,2,4,Top,Ruben Ramos,PUR,North America,0,11,-6.737987598,-119.7163719,-0.025353553,6.688126566,23.7327047,-24.04066977,3.41,1.61,82.4,1939,6.4,788117,54.09,35,1,0,6,6,0,6,0,6,0,118,-0.001,-0.052,0.052,-6,6,0.051,0.949,36,30,37,31,2.5,0.56,-0.56
st-st,CU,3/7/2026,74.3,-1.87,5.67,"Mastrobuoni, Miles",670156,822885,called_strike,6,Called Strike,F,L,R,ITA,BRA,S,1,0,1.68,-0.82,0.625836588,2.343373098,2,8,Bot,Chun Il Soo,KOR,Asia,1968,30,2.041611573,-108.0014651,2.287235545,12.44037136,23.60501889,-39.23356432,3.091,1.56,73.2,2997,6.1,788126,54.36,70,2,8,0,8,0,0,8,8,0,66,0,-0.057,0.057,8,8,0.999,0.999,24,30,24,31,5.05,-1.68,1.68
st-st,FF,3/7/2026,93.3,-2.48,5.53,"Marriaga, Jesus",667354,647336,called_strike,9,Called Strike,F,R,R,CAN,COL,S,0,0,-0.39,1.07,0.492506392,1.501112406,1,2,Top,Junior Valentine,USA,North America,1987,4,8.318181801,-135.5616708,-6.714475378,-6.562597448,27.87869276,-17.64253148,3.21,1.62,92.5,2484,5.7,788138,54.75,11,1,0,0,0,0,0,0,0,0,231,0.005,-0.049,0.049,0,0,0.497,0.503,28,27,29,28,1.54,0.39,0.39
st-st,CH,3/7/2026,84.1,2.1,6.36,"Maldonado, Mart?n",455117,593604,called_strike,7,Called Strike,F,R,L,PUR,PAN,S,2,1,1.13,1.22,-0.639735223,1.661859385,1,9,Bot,Laz Diaz,USA,North America,1963,26,-8.582223473,-122.110014,-6.71473099,12.97636877,24.28881826,-18.8145406,3.205,1.618,84.4,2206,6.6,788137,53.87,69,4,1,2,1,2,2,1,1,2,133,-0.025,-0.082,0.082,-1,-1,0.227,0.227,33,39,33,40,2.02,1.13,-1.13
st-st,SI,3/7/2026,91.6,-2.14,5.11,"Tromp, Chadwick",644433,541640,called_strike,4,Called Strike,F,R,R,NED,NCA,S,0,0,-1.19,1.05,-0.580346545,2.472797031,2,2,Bot,Trent Thomas,AUS,Asia,1975,34,6.500636524,-133.1078404,-2.753018012,-15.5829395,34.70529519,-19.47882663,3.024,1.526,90.7,2340,6.3,788108,54.21,17,1,0,0,0,0,0,0,0,0,214,-0.002,-0.051,0.051,0,0,0.511,0.511,36,31,36,31,1.73,1.19,1.19
st-st,SL,3/7/2026,77.5,-3,5.17,"Zamora, Freddy",668965,609044,called_strike,8,Called Strike,F,R,R,NED,NCA,S,0,0,0,-0.26,-0.134054811,1.769475271,2,9,Top,Trent Thomas,AUS,Asia,1975,34,6.064195656,-112.6534659,0.403273561,-1.161110063,21.03690125,-34.65485688,3.197,1.614,77.7,2010,6.6,788108,53.92,79,1,1,3,3,1,3,1,3,1,50,0.001,-0.049,0.049,-2,2,0.086,0.914,32,27,33,28,4.07,0,0
st-st,CU,3/7/2026,78.1,1.66,5.98,"Park, Dong Won",673526,579328,called_strike,8,Called Strike,F,R,L,JPN,KOR,S,0,0,-0.45,-0.96,-0.195155191,1.656736915,0,2,Top,Todd Tichenor,USA,North America,1976,15,-3.129911026,-113.7595841,-0.38851717,-3.360594005,20.82163013,-40.64994333,3.121,1.575,78.9,2646,6.8,788118,53.71,13,1,2,3,3,2,3,2,3,2,335,0.003,-0.059,0.059,-1,1,0.397,0.603,35,36,35,36,4.69,-0.45,0.45
st-st,SI,3/7/2026,93.9,-1.87,4.61,"Kim, Hyeseong",808975,838346,called_strike,4,Called Strike,F,L,R,JPN,KOR,S,0,0,-0.97,1.24,-0.809704276,2.537408397,2,8,Top,Todd Tichenor,USA,North America,1976,15,4.965868194,-136.7071476,-2.289520793,-13.27776282,30.71136686,-16.29818243,3.124,1.577,95.2,2370,7.1,788118,53.44,69,1,8,6,6,8,6,8,6,8,229,0.02,-0.055,0.055,2,-2,0.804,0.196,30,27,30,27,1.34,0.97,-0.97
st-st,FC,3/7/2026,87.6,-3.07,5.47,"Urshela, Gio",570482,659418,called_strike,1,Called Strike,F,R,R,CAN,COL,S,1,0,0.25,0.46,-0.443007172,3.14411991,2,6,Top,Junior Valentine,USA,North America,1987,4,5.787148764,-127.628667,-0.309554213,1.655090506,24.52662342,-27.26447381,3.201,1.615,88.8,2342,6.8,788138,53.7,47,2,3,1,1,3,1,3,1,3,187,0.004,-0.054,0.054,2,-2,0.812,0.188,27,34,28,35,2.49,-0.25,-0.25
st-st,ST,3/7/2026,74.8,-3.11,3.07,"Murakami, Munetaka",808959,808978,called_strike,2,Called Strike,F,L,R,JPN,KOR,S,1,1,1.02,0.19,0.146279481,3.219338397,0,2,Bot,Todd Tichenor,USA,North America,1976,15,4.820680067,-108.5395832,7.326767668,7.210757152,18.71682928,-32.13922594,3.296,1.664,75.1,2471,6.6,788118,53.86,16,3,2,3,2,3,3,2,2,3,83,-0.005,-0.081,0.081,-1,-1,0.442,0.442,34,26,35,26,3.9,-1.02,1.02
st-st,CH,3/7/2026,89.1,1.81,6.7,"Bethancourt, Christian",542194,700842,called_strike,2,Christian Bethancourt called out on strikes.,F,R,L,PUR,PAN,S,0,2,0.99,0.54,-0.076443957,3.231365658,0,3,Top,Laz Diaz,USA,North America,1963,26,-6.694068029,-129.5818558,-3.455470076,12.50348886,25.35730455,-25.55567858,3.51,1.73,89.5,1578,6.4,788137,54.08,14,3,0,0,0,0,0,0,0,0,153,0.016,-0.182,0.182,0,0,0.509,0.491,23,34,23,35,2.32,0.99,-0.99
st-st,FF,3/7/2026,93.5,1.98,6.4,"Maldonado, Mart?n",455117,593604,called_strike,7,Called Strike,F,R,L,PUR,PAN,S,2,0,0.47,1.52,-0.31235595,1.745998692,1,9,Bot,Laz Diaz,USA,North America,1963,26,-6.918026538,-135.7052474,-9.377663079,7.415461547,31.69137661,-11.48137117,3.205,1.618,93.7,2435,6.7,788137,53.81,69,3,1,2,1,2,2,1,1,2,152,-0.026,-0.071,0.071,-1,-1,0.253,0.253,33,39,33,40,1.12,0.47,-0.47
st-st,FF,3/7/2026,89.6,2.28,5.52,"Vavra, Terrin",679631,801179,called_strike,9,Called Strike,F,L,L,CZE,TPE,S,0,0,1.24,0.78,0.383698505,1.85042026,0,5,Bot,Ruben Ramos,PUR,North America,0,11,-7.278289155,-130.2324202,-4.477364432,15.66292163,28.96299085,-22.54386763,3.152,1.591,89.3,1992,6.3,788117,54.22,48,1,0,9,0,9,9,0,0,9,115,0,-0.059,0.059,-9,-9,0.008,0.008,22,29,23,29,2.08,1.24,1.24
st-st,FF,3/7/2026,95.3,-1.48,6.26,"Mascai, Victor",678685,700669,called_strike,6,Called Strike,F,L,R,ITA,BRA,S,1,1,-0.8,1.08,0.358744108,2.681117279,0,8,Top,Chun Il Soo,KOR,Asia,1968,30,6.559152642,-138.6087383,-5.982838197,-11.74732011,31.60171788,-17.0371363,3.299,1.665,94.9,1915,6.1,788126,54.37,59,3,6,0,0,6,0,6,0,6,218,0.001,-0.081,0.081,6,-6,0.992,0.008,26,25,26,25,1.43,0.8,-0.8
st-st,SL,3/7/2026,83.4,-2.08,6.15,"Julien, Edouard",666397,627218,called_strike,6,Called Strike,F,L,R,CAN,COL,S,0,0,0.44,0.09,0.537539318,2.331734142,2,4,Bot,Junior Valentine,USA,North America,1987,4,5.0667536,-121.3600666,-2.286331184,3.31703196,24.4121466,-31.00117257,3.235,1.633,83.3,2330,6.3,788138,54.23,37,1,3,1,3,1,1,3,3,1,85,-0.001,-0.051,0.051,2,2,0.759,0.759,31,27,31,27,3.19,-0.44,0.44
st-st,FF,3/7/2026,92.5,-2.39,5.98,"Henderson, Gunnar",683002,643588,called_strike,4,Called Strike,F,L,R,USA,GBR,S,1,0,-0.81,1.3,-0.481066362,2.679221823,2,2,Bot,Alex Tosi,CAN,North America,1988,3.5,6.611483286,-134.5203488,-5.278138285,-11.32948274,30.22452575,-15.39000664,3.329,1.68,92.5,2092,6.4,788127,54.1,13,2,0,1,0,1,1,0,0,1,223,-0.002,-0.056,0.056,-1,-1,0.401,0.401,31,25,32,25,1.37,0.81,-0.81
st-st,CH,3/7/2026,80.8,-2.3,5.78,"Johnson, Ryan",689650,800018,called_strike,8,Called Strike,F,L,R,CZE,TPE,S,0,1,-1.49,1.12,0.178059529,1.64274491,2,1,Bot,Ruben Ramos,PUR,North America,0,11,8.323585163,-117.3451758,-4.459942998,-15.37501006,22.45609804,-21.14739674,3.433,1.733,80.6,2129,6.3,788117,54.2,11,2,0,2,0,2,2,0,0,2,241,-0.009,-0.064,0.064,-2,-2,0.34,0.34,25,33,26,34,2.39,1.49,-1.49
st-st,SL,3/7/2026,86.6,-2.59,5.27,"Clementina, Hendrik",649955,679752,called_strike,8,Called Strike,F,R,R,NED,NCA,S,1,1,-0.03,0.02,0.018161336,1.833839614,0,8,Bot,Trent Thomas,AUS,Asia,1975,34,6.128559176,-125.9204262,-1.781078803,-1.591937757,26.52159243,-31.78734748,3.299,1.665,85.4,2089,5.6,788108,54.86,73,3,1,3,1,3,3,1,1,3,8,-0.009,-0.081,0.081,-2,-2,0.165,0.165,27,29,27,29,3.03,0.03,0.03
st-st,FF,3/7/2026,91.6,1.49,6.43,"Saggese, Thomas",695336,807344,called_strike,4,Called Strike,F,R,L,ITA,BRA,S,0,0,0.43,1.54,-0.766801331,2.469829601,0,3,Bot,Chun Il Soo,KOR,Asia,1968,30,-6.582001278,-132.9801607,-7.2485387,6.545244991,30.70193267,-12.47638157,3.141,1.585,91.5,1914,6.6,788126,53.94,19,1,0,0,0,0,0,0,0,0,145,-0.004,-0.059,0.059,0,0,0.555,0.555,22,24,23,24,1.2,0.43,-0.43
st-st,FF,3/7/2026,94.7,-2.48,5.5,"Urshela, Gio",570482,647336,called_strike,6,Called Strike,F,R,R,CAN,COL,S,2,0,-0.54,1.33,0.494743049,2.270297844,1,2,Top,Junior Valentine,USA,North America,1987,4,8.865612257,-137.5632335,-5.524057488,-8.918300714,31.39386644,-14.17260759,3.201,1.615,94.3,2497,6.2,788138,54.3,10,3,0,0,0,0,0,0,0,0,230,0.005,-0.084,0.084,0,0,0.515,0.485,28,34,29,35,1.22,0.54,0.54
st-st,SL,3/7/2026,83.5,-1.78,6.32,"Caballero, Jos?",676609,664744,called_strike,6,Called Strike,F,R,R,PUR,PAN,S,2,1,-0.49,-0.14,0.447245881,2.177211355,1,10,Top,Laz Diaz,USA,North America,1963,26,6.061544732,-121.5499332,-2.592990386,-6.028061467,23.82990837,-33.30474233,3.083,1.556,83.7,2402,6.4,788137,54.09,75,4,2,2,2,2,2,2,2,2,348,0.021,-0.116,0.116,0,0,0.51,0.49,29,29,29,30,3.41,0.49,0.49
st-st,FF,3/7/2026,95.2,-1.67,6.18,"Mascai, Victor",678685,700669,called_strike,7,Called Strike,F,L,R,ITA,BRA,S,1,0,-0.82,1.28,-0.501963404,1.860306791,0,8,Top,Chun Il Soo,KOR,Asia,1968,30,4.881728603,-138.3543573,-8.320845406,-11.6407327,31.69064143,-14.05602673,3.299,1.665,94.8,1969,6.2,788126,54.31,59,2,6,0,0,6,0,6,0,6,211,0.001,-0.072,0.072,6,-6,0.991,0.009,26,25,26,25,1.25,0.82,-0.82
st-st,ST,3/7/2026,82.1,-1.27,6.44,"Thompson, Trayce",572204,605280,called_strike,5,Called Strike,F,R,R,USA,GBR,S,0,0,1.23,-0.34,0.264868913,2.254545072,2,5,Top,Alex Tosi,CAN,North America,1988,3.5,0.98542578,-119.5053567,-1.995208298,11.58319956,24.24154766,-35.21382554,3.34,1.66,80.8,2852,5.5,788127,55,32,1,0,1,1,0,1,0,1,0,43,0.002,-0.051,0.051,-1,1,0.404,0.596,33,35,33,35,3.73,-1.23,-1.23
st-st,FC,3/7/2026,89.3,-1.04,5.78,"Anthony, Roman",701350,695680,called_strike,7,Called Strike,F,L,R,USA,GBR,S,0,1,0.21,0.35,-0.354351823,2.046150264,2,6,Bot,Alex Tosi,CAN,North America,1988,3.5,1.21583479,-130.017588,-3.741550024,2.146657891,26.76198391,-27.65349415,3.326,1.679,90.2,2519,6.8,788127,53.74,55,2,8,1,8,1,1,8,8,1,152,-0.001,-0.066,0.066,7,7,0.993,0.993,23,22,23,22,2.5,-0.21,0.21
st-st,SI,3/7/2026,91.3,-1.46,6.11,"Rivera, Emmanuel",656896,642558,called_strike,6,Called Strike,F,R,R,PUR,PAN,S,0,0,-1.11,0.72,0.293979384,2.655753246,0,3,Bot,Laz Diaz,USA,North America,1963,26,6.787196661,-132.7336024,-4.151037888,-14.57162043,29.2017651,-22.98531939,3.23,1.63,91.3,1983,6.4,788137,54.08,17,1,0,0,0,0,0,0,0,0,235,-0.004,-0.059,0.059,0,0,0.555,0.555,30,30,30,30,2.03,1.11,1.11
st-st,FF,3/7/2026,93.3,1.92,5.59,"Mensik, Vojtech",687781,801179,called_strike,8,Vojtech Mensik called out on strikes.,F,R,L,CZE,TPE,S,0,2,1.17,0.86,0.236966067,1.95150455,1,4,Bot,Ruben Ramos,PUR,North America,0,11,-6.864441229,-135.6442206,-5.298818777,15.90726092,29.65246702,-20.53817186,3.21,1.62,93.2,2190,6.3,788117,54.2,40,3,0,8,0,8,8,0,0,8,131,-0.007,-0.155,0.155,-8,-8,0.027,0.027,22,28,23,28,1.76,1.17,-1.17
st-st,FF,3/7/2026,94.7,-2.5,5.45,"Clementina, Hendrik",649955,679752,called_strike,8,Called Strike,F,R,R,NED,NCA,S,1,0,-0.73,1.46,0.178283294,1.733466934,0,8,Bot,Trent Thomas,AUS,Asia,1975,34,8.45630904,-137.4891753,-6.978488901,-11.19685316,33.70881291,-12.21842034,3.299,1.665,93.3,2302,5.8,788108,54.67,73,2,1,3,1,3,3,1,1,3,219,-0.01,-0.072,0.072,-2,-2,0.175,0.175,27,29,27,29,1.11,0.73,0.73
st-st,FC,3/7/2026,88.3,-2.06,5.32,"Croes, Dayson",806401,541640,called_strike,2,Called Strike,F,L,R,NED,NCA,S,0,0,0.34,0.97,0.08804215,3.045827428,1,2,Bot,Trent Thomas,AUS,Asia,1975,34,4.442251815,-128.6054683,-1.325224198,2.759526653,27.73008668,-21.34993868,3.119,1.574,88,2406,6.2,788108,54.35,16,1,0,0,0,0,0,0,0,0,190,-0.003,-0.055,0.055,0,0,0.528,0.528,36,26,36,27,1.96,-0.34,0.34
st-st,SL,3/7/2026,82.8,-1.56,5.5,"Trujillo, Emanuel",693721,808721,called_strike,5,Called Strike,F,R,R,NED,NCA,S,0,0,0.32,0.69,-0.256272394,2.320148766,1,4,Top,Trent Thomas,AUS,Asia,1975,34,2.290921808,-120.6565529,-1.931695235,2.667703055,23.69674789,-25.32122895,3.255,1.643,82.7,2441,6.2,788108,54.34,30,1,1,0,0,1,0,1,0,1,168,0.003,-0.055,0.055,1,-1,0.652,0.348,36,24,36,25,2.63,-0.32,-0.32
st-st,CU,3/7/2026,75.5,2.99,5.28,"Fairchild, Stuart",656413,667766,called_strike,6,Called Strike,F,R,L,CZE,TPE,S,0,0,0.92,-0.38,0.515760508,2.607894907,2,4,Top,Ruben Ramos,PUR,North America,0,11,-6.743634493,-109.6144348,2.55653752,8.677410036,21.64000991,-35.94903619,3.159,1.594,75,1495,6.3,788117,54.17,34,1,0,6,6,0,6,0,6,0,93,0.001,-0.048,0.048,-6,6,0.052,0.948,36,30,37,30,4.43,0.92,-0.92
st-st,CU,3/7/2026,74.2,-1.91,5.72,"Canzone, Dominic",686527,822885,called_strike,4,Called Strike,F,L,R,ITA,BRA,S,0,0,1.57,-1,-0.577043865,2.294118117,2,8,Bot,Chun Il Soo,KOR,Asia,1968,30,-0.116380306,-107.8773321,2.434084946,12.03197784,23.95103265,-40.6283722,3.209,1.619,72.9,3039,6,788126,54.49,69,1,7,0,7,0,0,7,7,0,61,0,-0.052,0.052,7,7,0.999,0.999,24,28,24,29,5.24,-1.57,1.57
st-st,SI,3/7/2026,91.7,-2.03,5.52,"Jones, Jahmai",663330,808955,called_strike,7,Called Strike,F,R,R,JPN,KOR,S,0,1,-1.19,1.11,-0.790807606,1.965813442,2,4,Top,Todd Tichenor,USA,North America,1976,15,5.723141945,-133.4017817,-5.373938559,-15.42324868,28.06626159,-17.90500303,3.138,1.584,92,2018,6.4,788118,54.08,34,2,5,5,5,5,5,5,5,5,211,0.003,-0.063,0.063,0,0,0.549,0.451,28,28,29,29,1.59,1.19,1.19
st-st,CU,3/7/2026,79.4,1.68,6.01,"Kim, Ju Won",823572,579328,called_strike,3,Called Strike,F,R,L,JPN,KOR,S,1,0,-0.88,-0.99,0.424842619,2.914987781,2,1,Top,Todd Tichenor,USA,North America,1976,15,-1.043695424,-115.5958876,2.138181938,-7.646641344,22.10671953,-41.70094064,3.255,1.643,80,2709,6.7,788118,53.76,7,2,0,3,3,0,3,0,3,0,330,0.002,-0.053,0.053,-3,3,0.245,0.755,35,23,35,24,4.61,-0.88,0.88
st-st,FF,3/7/2026,92.2,1.46,6.44,"Caglianone, Jac",695506,807344,called_strike,7,Called Strike,F,L,L,ITA,BRA,S,0,0,0.55,1.36,-0.344351352,2.164370651,2,2,Bot,Chun Il Soo,KOR,Asia,1968,30,-5.757460835,-134.0172426,-7.774358558,7.946162513,30.70715365,-14.21371954,3.402,1.717,92.1,1753,6.5,788126,54.05,14,1,0,0,0,0,0,0,0,0,145,-0.002,-0.051,0.051,0,0,0.511,0.511,22,23,23,23,1.34,0.55,0.55
st-st,FF,3/7/2026,95.4,-0.77,5.91,"Anthony, Roman",701350,695680,called_strike,8,Called Strike,F,L,R,USA,GBR,S,0,0,-0.08,0.94,0.055092246,1.823366995,2,6,Bot,Alex Tosi,CAN,North America,1988,3.5,2.321154436,-138.8995053,-7.118786583,-1.474445753,29.45163129,-18.64289193,3.326,1.679,96.3,2386,6.7,788127,53.83,55,1,8,1,8,1,1,8,8,1,201,0,-0.055,0.055,7,7,0.993,0.993,23,22,23,22,1.55,0.08,-0.08
st-st,SI,3/7/2026,93.7,-3.49,4.79,"Anthony, Roman",701350,687630,called_strike,6,Called Strike,F,L,R,USA,GBR,S,3,0,-0.9,0.52,0.397457078,2.469891133,2,5,Bot,Alex Tosi,CAN,North America,1988,3.5,12.05542384,-135.9506845,-1.212996337,-13.77830497,30.09898907,-25.66344068,3.326,1.679,94.7,2153,7,788127,53.45,42,4,5,1,5,1,1,5,5,1,257,-0.001,-0.035,0.035,4,4,0.935,0.935,27,22,27,22,2.09,0.9,-0.9
st-st,FF,3/7/2026,84.2,-1.9,6.76,"Harper, Bryce",547180,474699,called_strike,3,Called Strike,F,L,R,USA,GBR,S,2,0,-1,0.66,0.425192022,3.216167705,0,8,Bot,Alex Tosi,CAN,North America,1988,3.5,7.245787878,-122.4802009,-2.940065208,-11.51434739,23.5657627,-25.16838768,3.265,1.648,83.1,1829,5.5,788127,54.99,67,3,9,1,9,1,1,9,9,1,212,0,-0.097,0.097,8,8,0.999,0.999,38,33,39,34,2.55,1,-1
st-st,SI,3/7/2026,93.8,2.64,5.92,"Stubbs, Garrett",596117,646241,called_strike,1,Called Strike,F,L,L,VEN,ISR,S,0,1,1.4,1.05,-0.341840735,2.849355212,2,2,Top,Gabe Morales,USA,North America,1984,10,-10.61677559,-136.08894,-4.272360366,19.77117454,31.16938102,-18.37778022,3.073,1.551,92.5,2290,5.8,788107,54.71,13,2,4,0,0,4,0,4,0,4,146,0.001,-0.063,0.063,4,-4,0.872,0.128,29,33,30,33,1.57,1.4,1.4
st-st,SL,3/7/2026,78.5,0.99,6.28,"Chen, Chen-Wei",808992,626416,called_strike,6,Called Strike,F,L,L,CZE,TPE,S,1,0,-0.34,-0.35,0.744398776,2.25466144,2,2,Top,Ruben Ramos,PUR,North America,0,11,0.127549869,-114.313739,-0.909952552,-3.004616417,23.1237296,-35.28919886,3.165,1.598,77.2,2221,5.5,788117,54.98,14,2,0,2,2,0,2,0,2,0,266,0.001,-0.056,0.056,-2,2,0.332,0.668,32,28,32,29,4.08,-0.34,-0.34
st-st,CU,3/7/2026,75,1.71,6.15,"Mascai, Victor",678685,691951,called_strike,5,Called Strike,F,L,L,ITA,BRA,S,0,0,-0.96,-1.08,-0.262669738,2.646475642,2,2,Top,Chun Il Soo,KOR,Asia,1968,30,-2.272424588,-109.1086416,2.152162042,-7.106395601,21.87663744,-41.4171076,3.299,1.665,73.8,2077,5.7,788126,54.78,11,1,0,0,0,0,0,0,0,0,326,0.002,-0.051,0.051,0,0,0.54,0.46,24,25,25,25,5.18,-0.96,-0.96
st-st,CH,3/7/2026,76.8,-3.1,3.21,"Okamoto, Kazuma",672960,808978,called_strike,4,Called Strike,F,R,R,JPN,KOR,S,1,0,-1.37,-0.7,-0.805348601,2.607663479,2,1,Bot,Todd Tichenor,USA,North America,1976,15,7.417013315,-111.193095,7.402998464,-12.74662573,21.67612879,-39.67528763,3.256,1.643,77.3,2096,7.1,788118,53.36,12,2,2,3,2,3,3,2,2,3,308,-0.002,-0.056,0.056,-1,-1,0.408,0.408,34,30,35,30,4.63,1.37,1.37
st-st,FC,3/7/2026,85.2,2.87,5.75,"Stubbs, Garrett",596117,646241,called_strike,4,Called Strike,F,L,L,VEN,ISR,S,0,0,-0.23,0.42,-0.715151118,2.604135852,2,2,Top,Gabe Morales,USA,North America,1984,10,-7.764047541,-123.8428123,-1.681164807,-0.752577667,26.18869883,-27.72042849,3.073,1.551,84.2,2487,5.8,788107,54.66,13,1,4,0,0,4,0,4,0,4,135,0.001,-0.051,0.051,4,-4,0.871,0.129,29,33,30,33,2.74,-0.23,-0.23
st-st,CU,3/7/2026,79.3,1.68,6.46,"Wylie, Justin",687045,669373,called_strike,8,Called Strike,F,R,L,USA,GBR,S,0,0,-0.79,-0.93,0.246975181,1.930341067,2,2,Top,Alex Tosi,CAN,North America,1988,3.5,-1.582749879,-115.4817951,-1.09206523,-6.734654474,22.85121133,-40.42873839,3.121,1.575,78.8,2533,6,788127,54.48,10,1,0,1,1,0,1,0,1,0,327,0.001,-0.051,0.051,-1,1,0.433,0.567,29,29,30,30,4.56,-0.79,0.79
st-st,ST,3/7/2026,82.8,-1.29,6.38,"Wylie, Justin",687045,605280,called_strike,3,Called Strike,F,R,R,USA,GBR,S,1,1,1.65,-0.08,0.317600474,3.016140631,1,5,Top,Alex Tosi,CAN,North America,1988,3.5,0.330863982,-120.5652759,-0.780567131,15.98379212,24.69700908,-33.05958146,3.121,1.575,81.8,2935,5.7,788127,54.8,31,3,0,1,1,0,1,0,1,0,48,0.003,-0.078,0.078,-1,1,0.387,0.613,33,29,33,30,3.42,-1.65,-1.65
st-st,SL,3/7/2026,82.6,-2.35,6.12,"Smith, Will",669257,643588,called_strike,1,Called Strike,F,R,R,USA,GBR,S,0,0,0.38,0.06,-0.32775448,2.994726614,1,2,Bot,Alex Tosi,CAN,North America,1988,3.5,3.800588831,-120.3625254,-0.586016585,3.064052561,21.38170309,-31.70344138,3.138,1.583,83.3,2321,6.5,788127,54,12,1,0,1,0,1,1,0,0,1,104,-0.003,-0.055,0.055,-1,-1,0.418,0.418,31,31,32,31,3.25,-0.38,-0.38
st-st,CH,3/7/2026,90.5,1.82,6.52,"Santos, Jhonny",645308,700842,called_strike,4,Jhonny Santos called out on strikes.,F,R,L,PUR,PAN,S,1,2,1.09,0.74,-0.752079699,2.613416696,1,2,Top,Laz Diaz,USA,North America,1963,26,-8.779049841,-131.4502398,-5.233819539,14.48443566,26.51563865,-22.65314271,3.21,1.62,91.5,1598,6.9,788137,53.63,9,4,0,0,0,0,0,0,0,0,149,0.023,-0.197,0.197,0,0,0.505,0.495,23,29,23,30,2.04,1.09,-1.09
